iter	Passed	Remaining
146	1109	6440
147	1116	6426
148	1123	6416
149	1130	6403
150	1135	6383
151	1140	6360
152	1144	6337
153	1149	6316
154	1154	6295
155	1166	6309
156	1173	6303
157	1183	6309
158	1192	6304
159	1199	6299
160	1207	6291
161	1215	6288
162	1224	6286
163	1232	6282
164	1242	6288
165	1388	6977
166	1400	6984
167	1412	6996
168	1432	7043
169	1440	7030
170	1448	7021
171	1455	7007
172	1474	7048
173	1497	7110
174	1515	7146
175	1523	7134
176	1534	7135
177	1544	7132
178	1553	7123
179	1563	7122
180	1571	7109
181	1591	7152
182	1604	7161
183	1620	7185
184	1632	7192
185	1642	7189
186	1649	7170
187	1656	7155
188	1663	7138
189	1670	7120
190	1678	7109
191	1688	7106
192	1696	7092
193	1702	7072
194	1707	7047
195	1712	7023
196	1716	6998
197	1721	6973
198	1730	6965
199	1740	6962
200	1752	6965
201	1760	6954
202	1767	6941
203	1777	6934
204	1786	6927
205	1794	6917
206	1800	6896
207	1818	6923
208	1835	6945
209	1842	6932
210	1853	6931
211	1862	6924
212	1868	6904
213	1874	6886
214	1880	6866
215	1886	6848
216	1893	6831
217	1898	6811
218	1904	6790
219	1909	6770
220	1915	6750
221	1920	6729
222	1926	6712
223	1932	6695
224	1940	6683
225	1947	6668
226	1954	6655
227	1962	6643
228	1970	6632
229	1977	6621
230	1986	6613
231	1993	6598
232	2000	6585
233	2008	6573
234	2015	6562
235	2024	6552
236	2033	6546
237	2044	6545
238	2052	6535
239	2060	6524
240	2067	6510
241	2077	6506
242	2089	6510
243	2098	6501
244	2110	6504
245	2119	6496
246	2126	6481
247	2134	6471
248	2142	6462
249	2153	6459
250	2165	6461
251	2172	6449
252	2184	6448
253	2193	6441
254	2202	6434
255	2208	6417
256	2216	6408
257	2222	6392
258	2227	6374
259	2232	6355
260	2241	6345
261	2248	6332
262	2256	6324
263	2263	6310
264	2272	6301
265	2276	6282
266	2281	6262
267	2286	6244
268	2290	6225
269	2295	6206
270	2300	6187
271	2307	6177
272	2314	6164
273	2321	6150
274	2327	6136
275	2350	6164
276	2356	6150
277	2366	6146
278	2373	6133
279	2383	6129
280	2392	6122
281	2400	6111
282	2407	6100
283	2414	6087
284	2421	6074
285	2425	6055
286	2430	6037
287	2435	6021
288	2442	6009
289	2452	6004
290	2459	5993
291	2467	5982
292	2474	5969
293	2480	5957
294	2487	5945
295	2494	5932
296	2501	5920
297	2508	5910
298	2516	5899
299	2524	5889
300	2531	5879
301	2540	5870
302	2550	5867
303	2557	5854
304	2564	5844
305	2574	5838
306	2582	5828
307	2587	5813
308	2594	5801
309	2600	5787
310	2607	5777
311	2615	5768
312	2623	5757
313	2629	5743
314	2634	5728
315	2639	5713
316	2645	5700
317	2655	5694
318	2664	5688
319	2672	5678
320	2680	5670
321	2686	5657
322	2694	5648
323	2701	5635
324	2705	5619
325	2710	5604
326	2716	5590
327	2721	5576
328	2726	5561
329	2737	5557
330	2743	5544
331	2749	5532
332	2755	5519
333	2762	5509
334	2769	5498
335	2776	5487
336	2783	5475
337	2789	5464
338	2799	5458
339	2804	5443
340	2808	5428
341	2811	5409
342	2816	5394
343	2823	5383
344	2830	5374
345	2836	5362
346	2846	5356
347	2850	5340
348	2855	5325
349	2860	5311
350	2864	5297
351	2871	5286
352	2880	5279
353	2886	5267
354	2896	5262
355	2902	5250
356	2909	5241
357	2916	5230
358	2921	5216
359	2926	5202
360	2931	5188
361	2935	5174
362	2940	5160
363	2945	5146
364	2948	5130
365	2953	5115
366	2957	5101
367	2962	5087
368	2967	5074
369	2971	5060
370	2976	5046
371	2981	5033
372	2988	5024
373	2997	5017
374	3008	5013
375	3015	5005
376	3024	4997
377	3032	4989
378	3039	4980
379	3047	4972
380	3055	4964
381	3064	4957
382	3071	4948
383	3079	4940
384	3086	4930
385	3093	4921
386	3099	4910
387	3104	4897
388	3109	4884
389	3114	4870
390	3128	4872
391	3134	4860
392	3139	4849
393	3145	4838
394	3151	4826
395	3157	4815
396	3162	4803
397	3167	4791
398	3173	4779
399	3178	4768
400	3183	4756
401	3190	4745
402	3195	4733
403	3200	4721
404	3205	4709
405	3209	4696
406	3214	4683
407	3219	4671
408	3224	4658
409	3228	4646
410	3234	4635
411	3239	4623
412	3244	4610
413	3248	4598
414	3255	4588
415	3260	4577
416	3266	4566
417	3272	4555
418	3277	4545
419	3284	4535
420	3289	4524
421	3295	4513
422	3300	4502
423	3306	4491
424	3311	4479
425	3316	4469
426	3323	4459
427	3328	4448
428	3333	4436
429	3338	4425
430	3342	4413
431	3349	4403
432	3355	4393
433	3360	4383
434	3366	4372
435	3372	4362
436	3377	4351
437	3383	4341
438	3389	4331
439	3407	4337
440	3413	4327
441	3419	4317
442	3425	4307
443	3431	4296
444	3438	4288
445	3447	4281
446	3455	4274
447	3459	4263
448	3464	4251
449	3469	4240
450	3475	4231
451	3481	4220
452	3487	4210
453	3493	4200
454	3499	4191
455	3504	4180
456	3510	4170
457	3516	4161
458	3521	4150
459	3527	4140
460	3532	4130
461	3538	4120
462	3544	4110
463	3549	4100
464	3555	4090
465	3560	4080
466	3566	4070
467	3571	4060
468	3590	4064
469	3595	4054
470	3601	4044
471	3607	4035
472	3612	4024
473	3618	4014
474	3623	4004
475	3628	3994
476	3633	3984
477	3639	3974
478	3644	3963
479	3650	3954
480	3655	3944
481	3661	3934
482	3666	3925
483	3672	3914
484	3682	3909
485	3687	3900
486	3692	3890
487	3698	3880
488	3704	3871
489	3710	3861
490	3715	3852
491	3721	3842
492	3726	3832
493	3747	3838
494	3752	3828
495	3758	3819
496	3763	3809
497	3770	3800
498	3775	3791
499	3781	3781
500	3787	3772
501	3793	3763
502	3799	3754
503	3805	3744
504	3811	3735
505	3816	3725
506	3821	3716
507	3827	3706
508	3832	3697
509	3837	3687
510	3843	3677
511	3848	3667
512	3853	3657
513	3857	3647
514	3862	3637
515	3867	3627
516	3872	3617
517	3878	3608
518	3882	3598
519	3887	3588
520	3893	3579
521	3897	3569
522	3903	3559
523	3909	3551
524	3914	3541
525	3920	3532
526	3925	3523
527	3931	3514
528	3936	3505
529	3942	3496
530	3948	3487
531	3954	3478
532	3960	3469
533	3964	3459
534	3969	3450
535	3974	3440
536	3980	3431
537	3986	3423
538	3993	3415
539	4000	3407
540	4007	3399
541	4013	3391
542	4019	3382
543	4026	3374
544	4032	3366
545	4039	3358
546	4045	3350
547	4052	3342
548	4059	3334
549	4066	3326
550	4072	3318
551	4078	3310
552	4084	3301
553	4090	3293
554	4095	3283
555	4100	3274
556	4106	3266
557	4111	3256
558	4117	3248
559	4122	3239
560	4128	3230
561	4133	3221
562	4139	3213
563	4145	3204
564	4150	3195
565	4156	3187
566	4162	3178
567	4167	3169
568	4177	3164
569	4183	3155
570	4189	3147
571	4195	3139
572	4200	3130
573	4205	3121
574	4210	3111
575	4215	3102
576	4220	3093
577	4224	3084
578	4230	3075
579	4237	3068
580	4242	3059
581	4247	3050
582	4252	3041
583	4258	3033
584	4263	3024
585	4269	3016
586	4274	3007
587	4279	2998
588	4284	2989
589	4289	2981
590	4294	2972
591	4299	2963
592	4305	2954
593	4310	2945
594	4315	2937
595	4320	2928
596	4325	2919
597	4330	2910
598	4335	2902
599	4340	2893
600	4345	2885
601	4351	2876
602	4356	2868
603	4361	2859
604	4367	2851
605	4371	2842
606	4376	2833
607	4382	2825
608	4387	2816
609	4392	2808
610	4397	2799
611	4403	2791
612	4408	2782
613	4413	2774
614	4418	2765
615	4423	2757
616	4427	2748
617	4433	2740
618	4438	2731
619	4443	2723
620	4448	2715
621	4453	2706
622	4458	2698
623	4464	2689
624	4469	2681
625	4474	2673
626	4478	2664
627	4484	2656
628	4489	2647
629	4494	2639
630	4499	2631
631	4504	2622
632	4509	2614
633	4514	2606
634	4519	2597
635	4524	2589
636	4529	2581
637	4534	2572
638	4539	2564
639	4544	2556
640	4549	2548
641	4554	2539
642	4559	2531
643	4565	2523
644	4570	2515
645	4575	2507
646	4580	2499
647	4585	2490
648	4590	2482
649	4596	2475
650	4602	2467
651	4607	2459
652	4613	2451
653	4619	2443
654	4624	2435
655	4630	2428
656	4635	2420
657	4641	2412
658	4646	2404
659	4659	2400
660	4671	2395
661	4676	2387
662	4681	2379
663	4686	2371
664	4691	2363
665	4696	2355
666	4701	2347
667	4706	2339
668	4711	2331
669	4716	2323
670	4721	2315
671	4727	2307
672	4732	2299
673	4737	2291
674	4742	2283
675	4747	2275
676	4752	2267
677	4757	2259
678	4762	2251
679	4767	2243
680	4772	2235
681	4777	2227
682	4782	2219
683	4787	2211
684	4792	2204
685	4798	2196
686	4803	2188
687	4808	2180
688	4813	2172
689	4818	2164
690	4823	2157
691	4829	2149
692	4833	2141
693	4839	2133
694	4844	2125
695	4849	2118
696	4854	2110
697	4859	2102
698	4864	2094
699	4869	2087
700	4875	2079
701	4880	2071
702	4885	2064
703	4891	2056
704	4896	2048
705	4901	2041
706	4906	2033
707	4912	2025
708	4917	2018
709	4922	2010
710	4927	2002
711	4932	1995
712	4937	1987
713	4942	1979
714	4947	1972
715	4952	1964
716	4958	1957
717	4964	1949
718	4971	1942
719	4976	1935
720	4982	1928
721	4989	1920
722	4994	1913
723	5000	1906
724	5006	1899
725	5012	1891
726	5017	1884
727	5023	1876
728	5029	1869
729	5035	1862
730	5041	1855
731	5047	1847
732	5052	1840
733	5058	1833
734	5064	1825
735	5069	1818
736	5075	1811
737	5080	1803
738	5086	1796
739	5091	1788
740	5097	1781
741	5102	1774
742	5108	1767
743	5113	1759
744	5119	1752
745	5125	1745
746	5130	1737
747	5135	1730
748	5141	1722
749	5147	1715
750	5152	1708
751	5158	1701
752	5163	1693
753	5169	1686
754	5175	1679
755	5180	1671
756	5186	1664
757	5191	1657
758	5197	1650
759	5202	1642
760	5208	1635
761	5213	1628
762	5219	1621
763	5224	1613
764	5230	1606
765	5236	1599
766	5241	1592
767	5247	1585
768	5259	1579
769	5265	1572
770	5281	1568
771	5286	1561
772	5291	1553
773	5295	1546
774	5300	1538
775	5305	1531
776	5311	1524
777	5317	1517
778	5322	1510
779	5327	1502
780	5333	1495
781	5339	1488
782	5344	1481
783	5350	1473
784	5355	1466
785	5360	1459
786	5365	1452
787	5369	1444
788	5375	1437
789	5380	1430
790	5387	1423
791	5397	1417
792	5405	1410
793	5412	1404
794	5420	1397
795	5426	1390
796	5433	1383
797	5439	1376
798	5446	1370
799	5452	1363
800	5458	1356
801	5464	1349
802	5470	1342
803	5477	1335
804	5483	1328
805	5489	1321
806	5496	1314
807	5502	1307
808	5508	1300
809	5514	1293
810	5520	1286
811	5527	1279
812	5533	1272
813	5538	1265
814	5546	1258
815	5552	1251
816	5558	1245
817	5564	1237
818	5570	1231
819	5577	1224
820	5584	1217
821	5591	1210
822	5597	1203
823	5604	1197
824	5612	1190
825	5618	1183
826	5624	1176
827	5631	1169
828	5639	1163
829	5647	1156
830	5653	1149
831	5660	1142
832	5665	1135
833	5672	1129
834	5679	1122
835	5685	1115
836	5692	1108
837	5698	1101
838	5705	1094
839	5712	1088
840	5719	1081
841	5728	1074
842	5736	1068
843	5744	1061
844	5751	1055
845	5757	1048
846	5763	1041
847	5768	1033
848	5774	1027
849	5780	1020
850	5786	1013
851	5792	1006
852	5798	999
853	5804	992
854	5810	985
855	5816	978
856	5832	973
857	5838	966
858	5844	959
859	5850	952
860	5856	945
861	5861	938
862	5867	931
863	5873	924
864	5879	917
865	5884	910
866	5890	903
867	5896	896
868	5901	889
869	5908	882
870	5913	875
871	5919	868
872	5925	862
873	5947	857
874	5955	850
875	5963	844
876	5971	837
877	5978	830
878	5984	823
879	5992	817
880	6000	810
881	6008	803
882	6016	797
883	6024	790
884	6032	783
885	6038	777
886	6044	770
887	6050	763
888	6056	756
889	6062	749
890	6083	744
891	6090	737
892	6096	730
893	6102	723
894	6109	716
895	6115	709
896	6121	702
897	6128	696
898	6134	689
899	6140	682
900	6146	675
901	6153	668
902	6158	661
903	6164	654
904	6171	647
905	6177	640
906	6184	634
907	6191	627
908	6197	620
909	6203	613
910	6209	606
911	6216	599
912	6224	593
913	6230	586
914	6236	579
915	6242	572
916	6250	565
917	6256	558
918	6263	552
919	6269	545
920	6275	538
921	6282	531
922	6287	524
923	6293	517
924	6300	510
925	6306	504
926	6312	497
927	6319	490
928	6325	483
929	6331	476
930	6337	469
931	6343	462
932	6349	455
933	6356	449
934	6362	442
935	6368	435
936	6375	428
937	6381	421
938	6388	414
939	6394	408
940	6400	401
941	6407	394
942	6414	387
943	6420	380
944	6428	374
945	6434	367
946	6440	360
947	6447	353
948	6453	346
949	6460	340
950	6466	333
951	6489	327
952	6496	320
953	6502	313
954	6508	306
955	6514	299
956	6520	292
957	6525	286
958	6531	279
959	6537	272
960	6543	265
961	6551	258
962	6558	251
963	6564	245
964	6571	238
965	6577	231
966	6584	224
967	6590	217
968	6597	211
969	6603	204
970	6609	197
971	6616	190
972	6622	183
973	6629	176
974	6636	170
975	6643	163
976	6650	156
977	6656	149
978	6663	142
979	6669	136
980	6676	129
981	6682	122
982	6688	115
983	6695	108
984	6702	102
985	6709	95
986	6715	88
987	6722	81
988	6731	74
989	6737	68
990	6744	61
991	6750	54
992	6757	47
993	6764	40
994	6770	34
995	6776	27
996	6783	20
997	6789	13
998	6795	6
999	6802	0
