iter	RMSE
650	0.07937209096
651	0.07915834859
652	0.07913059267
653	0.07888661514
654	0.07870425663
655	0.07867672529
656	0.07843809314
657	0.07825938711
658	0.07823207673
659	0.07799867049
660	0.07782354845
661	0.07779645591
662	0.07762340462
663	0.07739655661
664	0.07736967857
665	0.07720010665
666	0.07697823164
667	0.0767861961
668	0.0767594496
669	0.07654242136
670	0.07641391216
671	0.07622688538
672	0.07601589739
673	0.07598940178
674	0.07586486247
675	0.07565835108
676	0.07553641152
677	0.07541588081
678	0.07521499504
679	0.07509698849
680	0.07490046901
681	0.07476874344
682	0.07463855524
683	0.07444758883
684	0.07433534344
685	0.07423519555
686	0.07410875769
687	0.0739988938
688	0.07390038261
689	0.07377646484
690	0.07367687205
691	0.07355430977
692	0.07352945245
693	0.07334796885
694	0.07324260454
695	0.07314494797
696	0.07302586308
697	0.07295257647
698	0.07284933862
699	0.07267740111
700	0.07256108599
701	0.07253702216
702	0.07246518143
703	0.0723501965
704	0.07232642325
705	0.0722128162
706	0.0720465484
707	0.07202315153
708	0.07191132843
709	0.07184081009
710	0.0717439125
711	0.07159973967
712	0.07148989403
713	0.07142085268
714	0.07131225875
715	0.07128934711
716	0.07114812629
717	0.07104061633
718	0.0709019183
719	0.07079546562
720	0.07072830899
721	0.07070579078
722	0.07060057498
723	0.0705783665
724	0.07044253359
725	0.07029478826
726	0.07010972377
727	0.07004484747
728	0.06991911868
729	0.06989718358
730	0.06977307212
731	0.06959414123
732	0.06957247714
733	0.06955109572
734	0.06939896728
735	0.06937779955
736	0.06927912367
737	0.06914949621
738	0.06912866525
739	0.06910810596
740	0.06895951586
741	0.06886276841
742	0.06868108699
743	0.06858620806
744	0.06844331857
745	0.06835045823
746	0.06825871927
747	0.0681440822
748	0.06805332991
749	0.06796367424
750	0.06794328333
751	0.06786568645
752	0.06778699144
753	0.06765127964
754	0.06753977795
755	0.06745262722
756	0.06737730046
757	0.06729193859
758	0.06727220204
759	0.06716240746
760	0.06708871707
761	0.06694910424
762	0.06687616519
763	0.06673936142
764	0.06657035803
765	0.06640402869
766	0.06627575704
767	0.06615006061
768	0.06598795784
769	0.06586555546
770	0.06576292362
771	0.06574422313
772	0.06572576968
773	0.06570755979
774	0.06565046002
775	0.06563252257
776	0.06557633761
777	0.06545574273
778	0.06538981994
779	0.06532470085
780	0.06505367095
781	0.06493805833
782	0.06487591893
783	0.06481487491
784	0.06452533367
785	0.06442828027
786	0.06436830758
787	0.06408294875
788	0.06398785298
789	0.06392892988
790	0.06364769063
791	0.06353880871
792	0.06348125292
793	0.06320385172
794	0.06316630344
795	0.06289259777
796	0.06284388058
797	0.06257381033
798	0.06253716903
799	0.06231740525
800	0.06230093287
801	0.06208406884
802	0.06206773347
803	0.06185373167
804	0.06164262913
805	0.06158965399
806	0.06157340134
807	0.06136501896
808	0.06115946052
809	0.06114327027
810	0.06094042589
811	0.06088809602
812	0.06068793321
813	0.06067003206
814	0.06047249992
815	0.06028856692
816	0.06027080119
817	0.06007754659
818	0.0600599462
819	0.05986923199
820	0.05985179408
821	0.05966358718
822	0.05947793701
823	0.05946057677
824	0.05927736776
825	0.05926016592
826	0.05906957828
827	0.05888125772
828	0.05886417845
829	0.05867804237
830	0.05866113923
831	0.05847716293
832	0.05829537985
833	0.05827859134
834	0.05809891926
835	0.05792139238
836	0.05790471523
837	0.05772925177
838	0.05755588651
839	0.05753931794
840	0.05736796965
841	0.05713162087
842	0.05711515023
843	0.05688245401
844	0.05665342317
845	0.05663704191
846	0.05641155828
847	0.05618963509
848	0.05616585279
849	0.05594738591
850	0.05592385331
851	0.05570879186
852	0.05549713673
853	0.05547380031
854	0.05526545044
855	0.05524235933
856	0.05503726578
857	0.05501441751
858	0.054812532
859	0.05478992415
860	0.05459119904
861	0.05456882921
862	0.05454674314
863	0.0543510832
864	0.0543292298
865	0.05423109443
866	0.05420956489
867	0.05401790483
868	0.05399660255
869	0.05397557079
870	0.05385958797
871	0.05383884114
872	0.05374412466
873	0.053556957
874	0.05353647234
875	0.05351624803
876	0.05339136784
877	0.05337132144
878	0.05335153
879	0.05316841632
880	0.05314883491
881	0.05296861845
882	0.05294924498
883	0.05293011812
884	0.05279199706
885	0.05267238547
886	0.05265336472
887	0.05263458625
888	0.05245991427
889	0.05244133547
890	0.05242299345
891	0.05225105296
892	0.05218303425
893	0.052115989
894	0.05204990127
895	0.0519847554
896	0.05192053613
897	0.05185722848
898	0.05179481781
899	0.05173328979
900	0.05167263037
901	0.05156486736
902	0.05150495483
903	0.05144588436
904	0.05138764275
905	0.05132497934
906	0.0512630792
907	0.05118675437
908	0.05113068801
909	0.05104070023
910	0.05096604437
911	0.05091113121
912	0.05085200927
913	0.05077952014
914	0.05069341967
915	0.05064004749
916	0.05055453832
917	0.05048446337
918	0.05043241268
919	0.05038128154
920	0.05026565596
921	0.05015180331
922	0.05006795645
923	0.05001682277
924	0.0499666516
925	0.04985488673
926	0.04977256104
927	0.04972246953
928	0.04961284171
929	0.04950276605
930	0.04945344468
931	0.04940432633
932	0.04935619443
933	0.04924855584
934	0.04914623512
935	0.04898608012
936	0.04893773623
937	0.04889007085
938	0.04884325593
939	0.0487432186
940	0.04867986155
941	0.04852305952
942	0.04847195181
943	0.04841844455
944	0.04831596436
945	0.04816261518
946	0.04811716771
947	0.04806749738
948	0.04796592242
949	0.04791680318
950	0.04784065846
951	0.04776585527
952	0.0476664633
953	0.04756860324
954	0.04745162364
955	0.04743560876
956	0.0473015842
957	0.04728574373
958	0.04714062386
959	0.0471249539
960	0.04698216243
961	0.04693856173
962	0.04689555014
963	0.04685323693
964	0.04675954522
965	0.04668847357
966	0.0466466056
967	0.04660488194
968	0.04651295593
969	0.0464186543
970	0.04637727156
971	0.04633665274
972	0.04624648286
973	0.04613721084
974	0.04600098833
975	0.04598594596
976	0.04597110052
977	0.04587992111
978	0.04586519081
979	0.04573205131
980	0.04569165781
981	0.04565182805
982	0.04561276556
983	0.04556901687
984	0.04548240295
985	0.04539379698
986	0.04537937696
987	0.04533604353
988	0.04520665086
989	0.04519237155
990	0.04514486328
991	0.04506073159
992	0.04504659064
993	0.04496017514
994	0.04491571438
995	0.04487371878
996	0.04479130526
997	0.04477723507
998	0.04466690645
999	0.04465298427
